Timestamp,Location/Street,District,Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence
2025-11-21 06:05:33,Cho Ben Thanh,Quan 1,10.772727584493625,106.69804225297563,25,25,1.0
2025-11-21 06:05:33,Duong Nguyen Hue,Quan 1,10.774028664434528,106.70357076461706,29,29,1.0
2025-11-21 06:05:34,Nguyen Van Linh,Quan 7,10.752616652291238,106.72509685338922,39,39,1.0
2025-11-21 06:05:35,Vo Van Kiet,Quan 5,10.745754766198267,106.65326266831877,42,42,1.0
2025-11-21 06:05:36,Xa lo Ha Noi,QL1A,10.94927106740351,106.87196348224562,42,42,1.0
2025-11-21 06:05:37,Duong Dien Bien Phu,Quan 1,10.78866360854368,106.69551372228901,42,42,1.0
2025-11-21 06:05:38,Nga tu Hang Xanh,Binh Thanh,10.801406421807085,106.71148440879679,42,42,1.0
2025-11-21 06:05:39,Nga tu An Suong,Hoc Mon,10.843150534972033,106.6151343241409,35,35,1.0
2025-11-21 06:05:40,Ben xe Mien Dong,Quan 9,10.880537767027526,106.81481342866444,45,53,1.0
2025-11-21 06:05:41,Ben xe Mien Tay,Binh Tan,10.740840166521663,106.61899246873142,31,36,0.998842
2025-11-21 06:05:42,Cau Sai Gon,Quan 2 ,10.798986343749618,106.72697056646841,45,45,1.0
2025-11-21 06:05:43,Cau Phu My,Q2,10.741860769464234,106.73790365482627,45,45,1.0
2025-11-21 06:05:44,Cau Kenh Te,Q4,10.752408891679814,106.7022703818112,33,33,1.0
2025-11-21 06:05:45,Cau Thu Thiem,Quan 2,10.786216596454727,106.71836665482695,40,40,1.0
2025-11-21 06:05:46,Nguyen Huu Canh,Binh Thanh,10.78948793356203,106.71518838181179,36,36,1.0
2025-11-21 06:05:47,Cong Hoa,Tan Binh,10.80223925742187,106.6478722259914,41,41,1.0
2025-11-21 06:05:48,Truong Son / Tan Son Nhat Blvd,Gan san bay,10.813928881466124,106.66511432455972,33,33,1.0
2025-11-21 06:06:00,Nguyen Trai,Quan 5,10.755608615763382,106.67347943578082,22,27,0.980741
2025-11-21 06:06:12,Le Duan,Quan 1,10.782680856341083,106.70051548181169,30,30,1.0
2025-11-21 06:06:13,Tran Hung Dao ,Quan 5,10.754895139302109,106.67839188181134,32,32,1.0
2025-11-21 06:06:24,Tran Quoc Thao,Quan 3,10.785070445194592,106.68331340921323,28,28,1.0
2025-11-21 06:06:25,Tran Hung Dao,Quan 5,10.7549373008113,106.67848844133415,32,32,1.0
2025-11-21 06:06:26,Cach Mang Thang 8 (CMT8),Quan 3,10.77898143649726,106.67684447140958,25,34,0.999754
2025-11-21 06:06:27,Pham Ngu Lao / Bui Vien,Quan 1,10.767112828386699,106.6927618222887,20,20,1.0
2025-11-21 06:06:28,Nguyen Thi Minh Khai,Quan 3,10.77847212665258,106.69389510879643,35,41,1.0
2025-11-21 06:06:40,Nguyen Van Troi,Phu Nhuan,10.796057790235078,106.67492629345334,33,33,1.0
2025-11-21 06:06:53,Pham Van Dong,Go Vap,10.835298215641501,106.72935479345391,42,42,1.0
2025-11-21 06:06:54,Cong truong lam son,Quan 1,10.777562007197462,106.7041335430398,30,30,1.0
2025-11-21 06:06:55,Nguyen Oanh ,Go Vap,10.83886351241477,106.67566625482782,36,36,1.0
2025-11-21 06:07:08,Le Hong Phong,Quan 10,10.765187049751795,106.67550552599073,36,36,1.0
2025-11-21 06:07:09,Nguyen Van Cu,Quan 5,10.759484371982321,106.6840537511244,23,28,0.980741
2025-11-21 06:07:10,Nga tu Binh Phuoc,Ngoai o,10.865229381280965,106.72366973948475,49,49,1.0
2025-11-21 06:07:10,Phu My Hung ,Quan 7,10.72279213640514,106.72808623948244,28,37,0.991522
2025-11-21 06:07:11,Nguyen Thai Son,Phu Nhuan,10.823400120373712,106.68551227436063,32,32,1.0
2025-11-21 06:07:12,An Duong Vuong,Quan 8,10.756158554057757,106.66631758181126,30,30,1.0
2025-11-21 06:07:24,Huynh Tan Phat,Nha Be,10.7144382088356,106.73711688366167,28,35,1.0
2025-11-21 06:07:36,Truong Chinh,Tan Binh ,10.817236653231737,106.63191539530457,30,35,1.0
2025-11-21 06:09:48,Cho Ben Thanh,Quan 1,10.772727584493625,106.69804225297563,25,25,1.0
2025-11-21 06:09:49,Duong Nguyen Hue,Quan 1,10.774028664434528,106.70357076461706,29,29,1.0
2025-11-21 06:09:50,Nguyen Van Linh,Quan 7,10.752616652291238,106.72509685338922,39,39,1.0
2025-11-21 06:09:51,Vo Van Kiet,Quan 5,10.745754766198267,106.65326266831877,42,42,1.0
2025-11-21 06:09:52,Xa lo Ha Noi,QL1A,10.94927106740351,106.87196348224562,29,41,0.994001
2025-11-21 06:10:04,Duong Dien Bien Phu,Quan 1,10.78866360854368,106.69551372228901,42,42,1.0
2025-11-21 06:10:16,Nga tu Hang Xanh,Binh Thanh,10.801406421807085,106.71148440879679,42,42,1.0
2025-11-21 06:10:28,Nga tu An Suong,Hoc Mon,10.843150534972033,106.6151343241409,29,35,1.0
2025-11-21 06:10:29,Ben xe Mien Dong,Quan 9,10.880537767027526,106.81481342866444,46,53,1.0
2025-11-21 06:10:30,Ben xe Mien Tay,Binh Tan,10.740840166521663,106.61899246873142,34,34,1.0
2025-11-21 06:10:31,Cau Sai Gon,Quan 2 ,10.798986343749618,106.72697056646841,45,45,1.0
2025-11-21 06:10:32,Cau Phu My,Q2,10.741860769464234,106.73790365482627,45,45,1.0
2025-11-21 06:10:32,Cau Kenh Te,Q4,10.752408891679814,106.7022703818112,27,34,0.998233
2025-11-21 06:10:33,Cau Thu Thiem,Quan 2,10.786216596454727,106.71836665482695,40,40,1.0
2025-11-21 06:10:34,Nguyen Huu Canh,Binh Thanh,10.78948793356203,106.71518838181179,36,36,1.0
2025-11-21 06:10:35,Cong Hoa,Tan Binh,10.80223925742187,106.6478722259914,41,41,1.0
2025-11-21 06:10:36,Truong Son / Tan Son Nhat Blvd,Gan san bay,10.813928881466124,106.66511432455972,33,33,1.0
