Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence,Hour,Minute,DayOfWeek,Weekend,CongestionRatio
10.772727584493625,106.69804225297564,15,24,0.997276,7,51,2,0,0.625
10.774028664434528,106.70357076461706,20,28,1.0,7,51,2,0,0.7143
10.752616652291238,106.72509685338922,39,39,1.0,7,51,2,0,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,51,2,0,1.0
10.94927106740351,106.87196348224562,26,41,1.0,7,51,2,0,0.6341
10.78866360854368,106.695513722289,31,42,1.0,7,51,2,0,0.7381
10.801406421807084,106.7114844087968,31,42,1.0,7,51,2,0,0.7381
10.843150534972033,106.6151343241409,23,35,1.0,7,51,2,0,0.6571
10.880537767027526,106.81481342866444,42,52,1.0,7,51,2,0,0.8077
10.740840166521664,106.61899246873142,24,35,1.0,7,51,2,0,0.6857
10.798986343749618,106.7269705664684,36,45,1.0,7,51,2,0,0.8
10.741860769464234,106.73790365482628,44,44,1.0,7,51,2,0,1.0
10.752408891679814,106.7022703818112,15,33,1.0,7,51,2,0,0.4545
10.786216596454729,106.71836665482697,40,40,1.0,7,51,2,0,1.0
10.78948793356203,106.7151883818118,21,36,1.0,7,52,2,0,0.5833
10.80223925742187,106.6478722259914,25,41,1.0,7,52,2,0,0.6098
10.813928881466124,106.66511432455972,19,34,1.0,7,52,2,0,0.5588
10.755608615763382,106.67347943578082,18,27,0.997878,7,52,2,0,0.6667
10.782680856341084,106.70051548181168,21,30,1.0,7,52,2,0,0.7
10.754895139302109,106.67839188181134,19,32,1.0,7,52,2,0,0.5938
10.785070445194592,106.68331340921324,12,27,1.0,7,52,2,0,0.4444
10.7549373008113,106.67848844133415,20,33,1.0,7,52,2,0,0.6061
10.77898143649726,106.67684447140958,18,34,1.0,7,52,2,0,0.5294
10.7671128283867,106.6927618222887,20,20,1.0,7,52,2,0,1.0
10.77847212665258,106.69389510879644,28,41,1.0,7,52,2,0,0.6829
10.796057790235078,106.67492629345334,18,34,1.0,7,52,2,0,0.5294
10.8352982156415,106.72935479345392,31,42,0.99801,7,52,2,0,0.7381
10.777562007197462,106.7041335430398,21,30,1.0,7,52,2,0,0.7
10.83886351241477,106.67566625482782,27,36,1.0,7,52,2,0,0.75
10.765187049751797,106.67550552599072,21,35,1.0,7,52,2,0,0.6
10.75948437198232,106.6840537511244,16,27,0.997871,7,52,2,0,0.5926
10.865229381280963,106.72366973948476,35,49,1.0,7,52,2,0,0.7143
10.72279213640514,106.72808623948244,24,37,1.0,7,52,2,0,0.6486
10.823400120373712,106.68551227436063,22,31,1.0,7,52,2,0,0.7097
10.756158554057755,106.66631758181126,19,29,1.0,7,52,2,0,0.6552
10.7144382088356,106.73711688366168,21,35,1.0,7,52,2,0,0.6
10.817236653231737,106.63191539530456,23,35,1.0,7,52,2,0,0.6571
10.772727584493625,106.69804225297564,16,24,0.997276,7,54,2,0,0.6667
10.774028664434528,106.70357076461706,13,29,1.0,7,54,2,0,0.4483
10.752616652291238,106.72509685338922,39,39,1.0,7,54,2,0,1.0
10.745754766198267,106.65326266831876,37,43,1.0,7,55,2,0,0.8605
10.94927106740351,106.87196348224562,32,41,1.0,7,55,2,0,0.7805
10.78866360854368,106.695513722289,31,42,1.0,7,55,2,0,0.7381
10.801406421807084,106.7114844087968,31,42,1.0,7,55,2,0,0.7381
10.843150534972033,106.6151343241409,23,35,1.0,7,55,2,0,0.6571
10.880537767027526,106.81481342866444,44,52,1.0,7,55,2,0,0.8462
10.740840166521664,106.61899246873142,25,35,1.0,7,55,2,0,0.7143
10.798986343749618,106.7269705664684,35,45,1.0,7,55,2,0,0.7778
10.741860769464234,106.73790365482628,44,44,1.0,7,55,2,0,1.0
10.752408891679814,106.7022703818112,17,33,1.0,7,55,2,0,0.5152
10.786216596454729,106.71836665482697,40,40,1.0,7,55,2,0,1.0
10.78948793356203,106.7151883818118,21,36,1.0,7,55,2,0,0.5833
10.80223925742187,106.6478722259914,28,41,1.0,7,55,2,0,0.6829
10.813928881466124,106.66511432455972,18,34,1.0,7,55,2,0,0.5294
10.755608615763382,106.67347943578082,19,27,0.997909,7,55,2,0,0.7037
10.782680856341084,106.70051548181168,18,29,1.0,7,55,2,0,0.6207
10.754895139302109,106.67839188181134,19,34,1.0,7,55,2,0,0.5588
10.785070445194592,106.68331340921324,14,27,1.0,7,55,2,0,0.5185
10.7549373008113,106.67848844133415,19,34,1.0,7,55,2,0,0.5588
10.77898143649726,106.67684447140958,19,34,1.0,7,55,2,0,0.5588
10.7671128283867,106.6927618222887,13,19,0.99,7,55,2,0,0.6842
10.77847212665258,106.69389510879644,28,41,1.0,7,55,2,0,0.6829
10.796057790235078,106.67492629345334,18,34,1.0,7,56,2,0,0.5294
10.8352982156415,106.72935479345392,30,42,0.998255,7,56,2,0,0.7143
10.777562007197462,106.7041335430398,19,29,1.0,7,56,2,0,0.6552
10.83886351241477,106.67566625482782,27,35,1.0,7,56,2,0,0.7714
10.765187049751797,106.67550552599072,22,36,1.0,7,56,2,0,0.6111
10.75948437198232,106.6840537511244,20,28,1.0,7,56,2,0,0.7143
10.865229381280963,106.72366973948476,35,49,1.0,7,56,2,0,0.7143
10.72279213640514,106.72808623948244,25,37,0.998279,7,56,2,0,0.6757
10.823400120373712,106.68551227436063,19,32,1.0,7,56,2,0,0.5938
10.756158554057755,106.66631758181126,29,29,1.0,7,56,2,0,1.0
10.7144382088356,106.73711688366168,22,35,1.0,7,56,2,0,0.6286
10.817236653231737,106.63191539530456,23,34,1.0,7,56,2,0,0.6765
10.772727584493625,106.69804225297564,14,23,1.0,7,58,2,0,0.6087
10.774028664434528,106.70357076461706,28,28,1.0,7,58,2,0,1.0
10.752616652291238,106.72509685338922,33,39,1.0,7,58,2,0,0.8462
10.745754766198267,106.65326266831876,37,42,1.0,7,58,2,0,0.881
10.94927106740351,106.87196348224562,29,41,1.0,7,58,2,0,0.7073
10.78866360854368,106.695513722289,31,42,1.0,7,58,2,0,0.7381
10.801406421807084,106.7114844087968,31,42,1.0,7,58,2,0,0.7381
10.843150534972033,106.6151343241409,24,35,1.0,7,58,2,0,0.6857
10.880537767027526,106.81481342866444,44,53,1.0,7,58,2,0,0.8302
10.740840166521664,106.61899246873142,26,35,1.0,7,58,2,0,0.7429
10.798986343749618,106.7269705664684,45,45,1.0,7,58,2,0,1.0
10.741860769464234,106.73790365482628,44,44,1.0,7,58,2,0,1.0
10.752408891679814,106.7022703818112,18,34,1.0,7,58,2,0,0.5294
10.786216596454729,106.71836665482697,36,40,1.0,7,59,2,0,0.9
10.78948793356203,106.7151883818118,13,36,1.0,7,59,2,0,0.3611
10.80223925742187,106.6478722259914,28,41,1.0,7,59,2,0,0.6829
10.813928881466124,106.66511432455972,18,34,1.0,7,59,2,0,0.5294
10.755608615763382,106.67347943578082,20,27,0.997901,7,59,2,0,0.7407
10.782680856341084,106.70051548181168,19,30,1.0,7,59,2,0,0.6333
10.754895139302109,106.67839188181134,21,33,1.0,7,59,2,0,0.6364
10.785070445194592,106.68331340921324,13,28,1.0,7,59,2,0,0.4643
10.7549373008113,106.67848844133415,21,33,1.0,7,59,2,0,0.6364
10.77898143649726,106.67684447140958,19,34,1.0,7,59,2,0,0.5588
10.7671128283867,106.6927618222887,20,20,1.0,7,59,2,0,1.0
10.77847212665258,106.69389510879644,28,42,1.0,7,59,2,0,0.6667
10.796057790235078,106.67492629345334,18,34,1.0,7,59,2,0,0.5294
10.8352982156415,106.72935479345392,30,42,0.998341,7,59,2,0,0.7143
10.777562007197462,106.7041335430398,18,30,1.0,7,59,2,0,0.6
10.83886351241477,106.67566625482782,28,35,1.0,7,59,2,0,0.8
10.765187049751797,106.67550552599072,23,35,1.0,7,59,2,0,0.6571
10.75948437198232,106.6840537511244,20,27,0.997901,7,59,2,0,0.7407
10.865229381280963,106.72366973948476,35,49,1.0,7,59,2,0,0.7143
10.72279213640514,106.72808623948244,26,37,0.999252,7,59,2,0,0.7027
10.823400120373712,106.68551227436063,21,31,1.0,8,0,2,0,0.6774
10.756158554057755,106.66631758181126,29,29,1.0,8,0,2,0,1.0
10.7144382088356,106.73711688366168,22,35,1.0,8,0,2,0,0.6286
10.817236653231737,106.63191539530456,24,35,1.0,8,0,2,0,0.6857
10.772727584493625,106.69804225297564,15,24,0.995907,8,2,2,0,0.625
10.774028664434528,106.70357076461706,18,27,1.0,8,2,2,0,0.6667
10.752616652291238,106.72509685338922,29,39,1.0,8,2,2,0,0.7436
10.745754766198267,106.65326266831876,42,42,1.0,8,2,2,0,1.0
10.94927106740351,106.87196348224562,30,41,1.0,8,2,2,0,0.7317
10.78866360854368,106.695513722289,31,42,1.0,8,2,2,0,0.7381
10.801406421807084,106.7114844087968,31,42,1.0,8,2,2,0,0.7381
10.843150534972033,106.6151343241409,23,35,1.0,8,2,2,0,0.6571
10.880537767027526,106.81481342866444,42,53,1.0,8,2,2,0,0.7925
10.740840166521664,106.61899246873142,25,35,1.0,8,2,2,0,0.7143
10.798986343749618,106.7269705664684,35,44,1.0,8,2,2,0,0.7955
10.741860769464234,106.73790365482628,38,44,1.0,8,2,2,0,0.8636
10.752408891679814,106.7022703818112,17,33,1.0,8,2,2,0,0.5152
10.786216596454729,106.71836665482697,37,40,1.0,8,2,2,0,0.925
10.78948793356203,106.7151883818118,16,36,1.0,8,2,2,0,0.4444
10.80223925742187,106.6478722259914,31,41,1.0,8,2,2,0,0.7561
10.813928881466124,106.66511432455972,18,34,1.0,8,2,2,0,0.5294
10.755608615763382,106.67347943578082,20,27,0.997909,8,2,2,0,0.7407
10.782680856341084,106.70051548181168,19,30,1.0,8,3,2,0,0.6333
10.754895139302109,106.67839188181134,21,33,1.0,8,3,2,0,0.6364
10.785070445194592,106.68331340921324,17,27,1.0,8,3,2,0,0.6296
10.7549373008113,106.67848844133415,21,33,1.0,8,3,2,0,0.6364
10.77898143649726,106.67684447140958,20,34,1.0,8,3,2,0,0.5882
10.7671128283867,106.6927618222887,20,20,1.0,8,3,2,0,1.0
10.77847212665258,106.69389510879644,27,41,1.0,8,3,2,0,0.6585
10.796057790235078,106.67492629345334,18,34,1.0,8,3,2,0,0.5294
10.8352982156415,106.72935479345392,32,42,0.998191,8,3,2,0,0.7619
10.777562007197462,106.7041335430398,18,29,1.0,8,3,2,0,0.6207
10.83886351241477,106.67566625482782,26,35,1.0,8,3,2,0,0.7429
10.765187049751797,106.67550552599072,23,35,1.0,8,3,2,0,0.6571
10.75948437198232,106.6840537511244,21,27,0.997909,8,3,2,0,0.7778
10.865229381280963,106.72366973948476,36,49,1.0,8,3,2,0,0.7347
10.72279213640514,106.72808623948244,26,37,0.999485,8,3,2,0,0.7027
10.823400120373712,106.68551227436063,22,31,1.0,8,3,2,0,0.7097
10.756158554057755,106.66631758181126,21,29,1.0,8,3,2,0,0.7241
10.7144382088356,106.73711688366168,22,35,1.0,8,3,2,0,0.6286
10.817236653231737,106.63191539530456,23,34,1.0,8,3,2,0,0.6765
10.772727584493625,106.69804225297564,14,24,1.0,8,5,2,0,0.5833
10.774028664434528,106.70357076461706,20,28,1.0,8,5,2,0,0.7143
10.752616652291238,106.72509685338922,30,39,1.0,8,5,2,0,0.7692
10.745754766198267,106.65326266831876,42,42,1.0,8,5,2,0,1.0
10.94927106740351,106.87196348224562,33,41,1.0,8,5,2,0,0.8049
10.78866360854368,106.695513722289,33,42,1.0,8,5,2,0,0.7857
10.801406421807084,106.7114844087968,33,42,1.0,8,6,2,0,0.7857
10.843150534972033,106.6151343241409,24,35,1.0,8,6,2,0,0.6857
10.880537767027526,106.81481342866444,42,53,1.0,8,6,2,0,0.7925
10.740840166521664,106.61899246873142,26,35,1.0,8,6,2,0,0.7429
10.798986343749618,106.7269705664684,35,44,1.0,8,6,2,0,0.7955
10.741860769464234,106.73790365482628,44,44,1.0,8,6,2,0,1.0
10.752408891679814,106.7022703818112,16,34,1.0,8,6,2,0,0.4706
10.786216596454729,106.71836665482697,36,40,1.0,8,6,2,0,0.9
10.78948793356203,106.7151883818118,28,36,1.0,8,6,2,0,0.7778
10.80223925742187,106.6478722259914,29,41,1.0,8,6,2,0,0.7073
