Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence,Hour,Minute,DayOfWeek,Weekend,CongestionRatio
10.772727584493625,106.69804225297564,17,24,1.0,7,43,0,0,0.7083
10.774028664434528,106.70357076461706,17,29,1.0,7,43,0,0,0.5862
10.752616652291238,106.72509685338922,39,39,1.0,7,43,0,0,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,44,0,0,1.0
10.94927106740351,106.87196348224562,32,42,1.0,7,44,0,0,0.7619
10.78866360854368,106.695513722289,29,42,1.0,7,44,0,0,0.6905
10.801406421807084,106.7114844087968,29,42,1.0,7,44,0,0,0.6905
10.843150534972033,106.6151343241409,23,35,1.0,7,44,0,0,0.6571
10.880537767027526,106.81481342866444,42,53,1.0,7,44,0,0,0.7925
10.740840166521664,106.61899246873142,24,35,1.0,7,44,0,0,0.6857
10.798986343749618,106.7269705664684,35,44,1.0,7,44,0,0,0.7955
10.741860769464234,106.73790365482628,45,45,1.0,7,44,0,0,1.0
10.752408891679814,106.7022703818112,16,34,1.0,7,44,0,0,0.4706
10.786216596454729,106.71836665482697,36,39,1.0,7,44,0,0,0.9231
10.78948793356203,106.7151883818118,22,35,1.0,7,44,0,0,0.6286
10.80223925742187,106.6478722259914,23,41,1.0,7,45,0,0,0.561
10.813928881466124,106.66511432455972,20,34,0.999457,7,45,0,0,0.5882
10.755608615763382,106.67347943578082,18,27,0.997894,7,45,0,0,0.6667
10.782680856341084,106.70051548181168,19,30,1.0,7,45,0,0,0.6333
10.754895139302109,106.67839188181134,20,33,1.0,7,45,0,0,0.6061
10.785070445194592,106.68331340921324,14,28,1.0,7,45,0,0,0.5
10.7549373008113,106.67848844133415,20,33,1.0,7,45,0,0,0.6061
10.77898143649726,106.67684447140958,17,34,1.0,7,45,0,0,0.5
10.7671128283867,106.6927618222887,20,20,1.0,7,45,0,0,1.0
10.77847212665258,106.69389510879644,28,41,1.0,7,45,0,0,0.6829
10.796057790235078,106.67492629345334,21,34,1.0,7,45,0,0,0.6176
10.8352982156415,106.72935479345392,31,43,0.993657,7,45,0,0,0.7209
10.777562007197462,106.7041335430398,19,30,1.0,7,46,0,0,0.6333
10.83886351241477,106.67566625482782,27,36,1.0,7,46,0,0,0.75
10.765187049751797,106.67550552599072,25,35,1.0,7,46,0,0,0.7143
10.75948437198232,106.6840537511244,18,28,0.997894,7,46,0,0,0.6429
10.865229381280963,106.72366973948476,36,49,1.0,7,46,0,0,0.7347
10.72279213640514,106.72808623948244,25,37,1.0,7,46,0,0,0.6757
10.823400120373712,106.68551227436063,22,31,1.0,7,46,0,0,0.7097
10.756158554057755,106.66631758181126,21,30,1.0,7,46,0,0,0.7
10.7144382088356,106.73711688366168,21,35,1.0,7,46,0,0,0.6
10.817236653231737,106.63191539530456,21,35,1.0,7,46,0,0,0.6
10.772727584493625,106.69804225297564,18,24,1.0,7,48,0,0,0.75
10.774028664434528,106.70357076461706,29,29,1.0,7,48,0,0,1.0
10.752616652291238,106.72509685338922,39,39,1.0,7,48,0,0,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,48,0,0,1.0
10.94927106740351,106.87196348224562,27,42,1.0,7,48,0,0,0.6429
10.78866360854368,106.695513722289,30,41,1.0,7,48,0,0,0.7317
10.801406421807084,106.7114844087968,30,41,1.0,7,48,0,0,0.7317
10.843150534972033,106.6151343241409,22,34,1.0,7,48,0,0,0.6471
10.880537767027526,106.81481342866444,43,53,1.0,7,48,0,0,0.8113
10.740840166521664,106.61899246873142,25,35,1.0,7,48,0,0,0.7143
10.798986343749618,106.7269705664684,45,45,1.0,7,48,0,0,1.0
10.741860769464234,106.73790365482628,45,45,1.0,7,48,0,0,1.0
10.752408891679814,106.7022703818112,15,33,1.0,7,48,0,0,0.4545
10.786216596454729,106.71836665482697,36,40,1.0,7,49,0,0,0.9
10.78948793356203,106.7151883818118,28,36,1.0,7,49,0,0,0.7778
10.80223925742187,106.6478722259914,26,41,1.0,7,49,0,0,0.6341
10.813928881466124,106.66511432455972,21,34,1.0,7,49,0,0,0.6176
10.755608615763382,106.67347943578082,19,27,0.997909,7,49,0,0,0.7037
10.782680856341084,106.70051548181168,19,30,1.0,7,49,0,0,0.6333
10.754895139302109,106.67839188181134,21,33,1.0,7,49,0,0,0.6364
10.785070445194592,106.68331340921324,14,28,1.0,7,49,0,0,0.5
10.7549373008113,106.67848844133415,21,33,1.0,7,49,0,0,0.6364
10.77898143649726,106.67684447140958,17,35,1.0,7,49,0,0,0.4857
10.7671128283867,106.6927618222887,20,20,1.0,7,49,0,0,1.0
10.77847212665258,106.69389510879644,28,41,1.0,7,49,0,0,0.6829
10.796057790235078,106.67492629345334,21,34,1.0,7,49,0,0,0.6176
10.8352982156415,106.72935479345392,31,43,0.994942,7,49,0,0,0.7209
10.777562007197462,106.7041335430398,19,30,1.0,7,49,0,0,0.6333
10.83886351241477,106.67566625482782,26,35,1.0,7,49,0,0,0.7429
10.765187049751797,106.67550552599072,21,36,1.0,7,49,0,0,0.5833
10.75948437198232,106.6840537511244,19,27,0.997909,7,49,0,0,0.7037
10.865229381280963,106.72366973948476,35,49,1.0,7,49,0,0,0.7143
10.72279213640514,106.72808623948244,26,36,1.0,7,49,0,0,0.7222
