Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence,Hour,Minute,DayOfWeek,Weekend,CongestionRatio
10.772727584493625,106.69804225297564,19,24,0.996612,7,14,5,1,0.7917
10.774028664434528,106.70357076461706,29,29,1.0,7,14,5,1,1.0
10.752616652291238,106.72509685338922,39,39,1.0,7,14,5,1,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,14,5,1,1.0
10.94927106740351,106.87196348224562,29,41,1.0,7,14,5,1,0.7073
10.78866360854368,106.695513722289,36,41,1.0,7,14,5,1,0.878
10.801406421807084,106.7114844087968,36,41,1.0,7,14,5,1,0.878
10.843150534972033,106.6151343241409,26,35,1.0,7,15,5,1,0.7429
10.880537767027526,106.81481342866444,43,53,1.0,7,15,5,1,0.8113
10.740840166521664,106.61899246873142,27,35,1.0,7,15,5,1,0.7714
10.798986343749618,106.7269705664684,45,45,1.0,7,15,5,1,1.0
10.741860769464234,106.73790365482628,33,44,1.0,7,15,5,1,0.75
10.752408891679814,106.7022703818112,26,33,1.0,7,15,5,1,0.7879
10.786216596454729,106.71836665482697,40,40,1.0,7,15,5,1,1.0
10.78948793356203,106.7151883818118,36,36,1.0,7,15,5,1,1.0
10.80223925742187,106.6478722259914,41,41,1.0,7,15,5,1,1.0
10.813928881466124,106.66511432455972,26,33,0.997651,7,15,5,1,0.7879
10.755608615763382,106.67347943578082,28,28,1.0,7,15,5,1,1.0
10.782680856341084,106.70051548181168,24,30,1.0,7,15,5,1,0.8
10.754895139302109,106.67839188181134,23,33,1.0,7,15,5,1,0.697
10.785070445194592,106.68331340921324,17,27,1.0,7,15,5,1,0.6296
10.7549373008113,106.67848844133415,23,33,1.0,7,15,5,1,0.697
10.77898143649726,106.67684447140958,25,34,1.0,7,15,5,1,0.7353
10.7671128283867,106.6927618222887,20,20,1.0,7,15,5,1,1.0
10.77847212665258,106.69389510879644,32,41,1.0,7,15,5,1,0.7805
10.796057790235078,106.67492629345334,25,33,0.997651,7,15,5,1,0.7576
10.8352982156415,106.72935479345392,35,42,0.99245,7,15,5,1,0.8333
10.777562007197462,106.7041335430398,23,30,1.0,7,15,5,1,0.7667
10.83886351241477,106.67566625482782,36,36,1.0,7,15,5,1,1.0
10.765187049751797,106.67550552599072,22,36,1.0,7,15,5,1,0.6111
10.75948437198232,106.6840537511244,22,27,0.99,7,15,5,1,0.8148
10.865229381280963,106.72366973948476,37,49,1.0,7,15,5,1,0.7551
10.72279213640514,106.72808623948244,27,37,0.999742,7,15,5,1,0.7297
10.823400120373712,106.68551227436063,24,32,1.0,7,15,5,1,0.75
10.756158554057755,106.66631758181126,30,30,1.0,7,15,5,1,1.0
10.7144382088356,106.73711688366168,27,35,1.0,7,16,5,1,0.7714
10.817236653231737,106.63191539530456,27,35,1.0,7,16,5,1,0.7714
10.772727584493625,106.69804225297564,16,24,0.997463,7,18,5,1,0.6667
10.774028664434528,106.70357076461706,29,29,1.0,7,18,5,1,1.0
10.752616652291238,106.72509685338922,39,39,1.0,7,18,5,1,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,18,5,1,1.0
10.94927106740351,106.87196348224562,28,41,1.0,7,18,5,1,0.6829
